,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
4165,4166,2.0,4.0,3.0,2,3,34,No,Travel_Rarely,Research & Development,17.5,3,Technical Degree,Male,1,Laboratory Technician,Divorced,1403.09,0.0,Y,11,8,3,3.0,1,2,1,2
4166,4167,3.0,3.0,3.0,3,3,28,Yes,Travel_Rarely,Research & Development,0.625,4,Life Sciences,Male,5,Research Director,Single,1312.48,5.0,Y,13,8,0,6.0,2,4,0,3
4167,4168,2.0,1.0,3.0,4,3,29,No,Travel_Rarely,Research & Development,10.0,2,Life Sciences,Female,4,Laboratory Technician,Divorced,473.97999999999996,1.0,Y,14,8,0,10.0,3,10,8,8
4168,4169,1.0,2.0,2.0,3,3,32,No,Travel_Rarely,Human Resources,13.75,3,Human Resources,Female,2,Research Director,Divorced,967.9799999999999,0.0,Y,19,8,0,7.0,3,6,0,5
4169,4170,4.0,4.0,2.0,4,3,22,No,Non-Travel,Research & Development,5.0,3,Life Sciences,Female,3,Sales Executive,Divorced,1410.6299999999999,1.0,Y,16,8,1,1.0,2,1,0,0
4170,4171,1.0,4.0,3.0,3,3,53,No,Travel_Rarely,Research & Development,6.875,3,Medical,Male,2,Manager,Married,274.16999999999996,2.0,Y,13,8,0,31.0,3,25,3,7
4171,4172,4.0,4.0,3.0,3,3,38,No,Travel_Rarely,Research & Development,18.125,3,Life Sciences,Female,1,Manufacturing Director,Single,483.85999999999996,5.0,Y,14,8,0,6.0,0,3,1,2
4172,4173,1.0,3.0,2.0,2,3,24,No,Non-Travel,Research & Development,0.625,5,Life Sciences,Male,3,Research Scientist,Divorced,1219.3999999999999,0.0,Y,16,8,0,5.0,2,4,1,3
4173,4174,3.0,1.0,3.0,3,3,36,Yes,Travel_Rarely,Research & Development,0.625,3,Life Sciences,Male,1,Research Director,Single,713.18,7.0,Y,12,8,1,10.0,2,5,0,3
4174,4175,1.0,2.0,3.0,3,3,34,No,Travel_Rarely,Sales,15.0,3,Marketing,Male,4,Research Scientist,Single,356.46,0.0,Y,11,8,1,13.0,2,12,2,11
4175,4176,3.0,4.0,3.0,3,3,21,No,Travel_Rarely,Sales,1.25,3,Life Sciences,Male,2,Manufacturing Director,Single,1788.4099999999999,1.0,Y,12,8,1,0.0,3,0,0,0
4176,4177,2.0,1.0,3.0,1,3,34,Yes,Travel_Rarely,Sales,9.375,2,Marketing,Female,2,Research Scientist,Single,1100.19,2.0,Y,13,8,0,8.0,2,4,1,3
4177,4178,3.0,3.0,2.0,3,3,53,No,Travel_Rarely,Sales,1.25,1,Life Sciences,Male,5,Human Resources,Divorced,411.06,4.0,Y,15,8,0,26.0,4,14,4,8
4178,4179,2.0,1.0,3.0,3,3,32,Yes,Travel_Frequently,Research & Development,6.25,3,Medical,Female,2,Manufacturing Director,Single,2157.74,1.0,Y,13,8,0,10.0,2,10,6,7
4179,4180,3.0,2.0,3.0,2,4,42,No,Travel_Rarely,Research & Development,6.25,3,Technical Degree,Male,2,Laboratory Technician,Married,864.63,0.0,Y,20,8,0,10.0,5,9,4,2
4180,4181,1.0,4.0,3.0,3,3,44,No,Travel_Rarely,Research & Development,1.875,1,Life Sciences,Female,1,Manufacturing Director,Married,304.84999999999997,3.0,Y,15,8,2,24.0,0,22,5,17
4181,4182,2.0,1.0,2.0,1,3,46,No,Travel_Rarely,Sales,1.25,3,Life Sciences,Female,1,Research Scientist,Single,444.59999999999997,3.0,Y,13,8,2,22.0,3,2,2,1
4182,4183,3.0,4.0,3.0,3,3,33,No,Travel_Rarely,Sales,1.875,3,Medical,Male,1,Manufacturing Director,Single,568.49,4.0,Y,14,8,0,7.0,3,1,0,0
4183,4184,4.0,4.0,4.0,3,4,44,No,Travel_Rarely,Human Resources,16.25,3,Life Sciences,Male,5,Healthcare Representative,Married,618.67,2.0,Y,21,8,0,9.0,2,4,1,3
4184,4185,4.0,3.0,3.0,3,3,30,No,Travel_Rarely,Research & Development,0.625,4,Technical Degree,Female,1,Research Scientist,Single,689.13,1.0,Y,16,8,1,10.0,3,10,1,8
4185,4186,4.0,4.0,4.0,3,3,39,Yes,Travel_Rarely,Human Resources,0.625,4,Medical,Male,1,Sales Executive,Married,477.48999999999995,3.0,Y,14,8,1,19.0,3,1,0,0
4186,4187,2.0,4.0,2.0,2,3,24,Yes,Travel_Rarely,Human Resources,1.25,5,Human Resources,Male,3,Sales Executive,Married,619.8399999999999,2.0,Y,11,8,1,6.0,2,2,2,0
4187,4188,4.0,3.0,2.0,2,3,43,No,Travel_Rarely,Sales,5.625,5,Technical Degree,Female,1,Research Director,Divorced,165.62,1.0,Y,19,8,0,6.0,3,5,1,4
4188,4189,1.0,3.0,3.0,2,3,50,Yes,Travel_Rarely,Research & Development,7.5,4,Medical,Male,1,Research Director,Married,637.0,1.0,Y,11,8,0,3.0,3,3,0,2
4189,4190,4.0,4.0,3.0,3,3,35,No,Travel_Rarely,Sales,1.25,4,Marketing,Male,3,Manufacturing Director,Married,1360.58,1.0,Y,13,8,0,2.0,1,2,2,2
4190,4191,2.0,1.0,4.0,2,3,36,No,Travel_Rarely,Research & Development,15.625,1,Life Sciences,Female,4,Sales Executive,Married,2210.91,9.0,Y,12,8,1,6.0,2,1,0,0
4191,4192,3.0,1.0,3.0,2,3,33,No,Travel_Frequently,Sales,5.625,2,Marketing,Male,4,Human Resources,Married,378.16999999999996,2.0,Y,11,8,0,10.0,2,5,1,3
4192,4193,3.0,4.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,6.25,1,Medical,Male,1,Research Scientist,Divorced,749.4499999999999,1.0,Y,14,8,1,1.0,2,1,0,0
4193,4194,4.0,1.0,3.0,2,3,27,No,Travel_Rarely,Sales,5.0,2,Marketing,Female,3,Research Scientist,Divorced,597.87,1.0,Y,15,8,1,1.0,3,1,0,0
4194,4195,1.0,3.0,2.0,3,3,26,Yes,Travel_Rarely,Sales,2.5,3,Marketing,Male,2,Manager,Single,312.52,1.0,Y,12,8,0,1.0,6,1,0,1
4195,4196,4.0,3.0,3.0,3,4,27,No,Travel_Frequently,Sales,15.0,3,Life Sciences,Male,4,Healthcare Representative,Single,412.35999999999996,1.0,Y,20,8,1,9.0,1,9,1,7
4196,4197,3.0,4.0,3.0,1,3,30,No,Travel_Frequently,Research & Development,0.625,4,Medical,Male,1,Research Scientist,Single,264.28999999999996,1.0,Y,14,8,1,12.0,3,12,3,7
4197,4198,2.0,3.0,3.0,3,3,41,Yes,Travel_Rarely,Sales,12.5,4,Marketing,Male,2,Sales Executive,Married,1327.1699999999998,1.0,Y,13,8,1,23.0,2,22,15,8
4198,4199,2.0,3.0,3.0,2,3,34,No,Non-Travel,Research & Development,4.375,2,Technical Degree,Female,1,Research Scientist,Single,1120.6,0.0,Y,13,8,1,10.0,2,9,8,7
4199,4200,2.0,2.0,3.0,2,3,37,No,Travel_Rarely,Research & Development,10.625,3,Life Sciences,Female,3,Sales Executive,Married,268.32,4.0,Y,16,8,0,8.0,3,1,0,0
4200,4201,1.0,4.0,3.0,3,3,46,No,Travel_Frequently,Research & Development,12.5,3,Technical Degree,Male,3,Sales Executive,Single,524.55,4.0,Y,14,8,1,14.0,2,9,0,8
4201,4202,4.0,4.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,5.0,4,Medical,Female,3,Research Scientist,Married,498.94,1.0,Y,16,8,1,1.0,2,1,0,1
4202,4203,1.0,3.0,3.0,1,3,48,Yes,Travel_Rarely,Research & Development,1.25,4,Technical Degree,Female,1,Sales Executive,Single,596.8299999999999,9.0,Y,16,8,0,23.0,6,1,0,0
4203,4204,3.0,3.0,2.0,3,4,28,Yes,Travel_Rarely,Research & Development,6.25,1,Medical,Male,1,Sales Executive,Single,332.93,1.0,Y,22,8,1,2.0,3,2,2,2
4204,4205,2.0,1.0,2.0,3,3,44,No,Travel_Rarely,Research & Development,0.625,1,Medical,Female,3,Research Scientist,Divorced,203.19,5.0,Y,12,8,2,9.0,3,4,1,3
4205,4206,3.0,1.0,3.0,3,3,35,No,Non-Travel,Research & Development,3.125,4,Technical Degree,Female,3,Manufacturing Director,Married,636.74,2.0,Y,15,8,2,10.0,2,4,2,3
4206,4207,3.0,4.0,2.0,3,4,26,No,Travel_Rarely,Research & Development,2.5,4,Life Sciences,Female,3,Sales Executive,Married,622.5699999999999,7.0,Y,20,8,1,5.0,2,2,0,0
4207,4208,1.0,4.0,3.0,3,3,33,No,Travel_Frequently,Sales,18.125,4,Life Sciences,Female,1,Human Resources,Single,413.4,1.0,Y,14,8,1,15.0,2,15,8,12
4208,4209,2.0,1.0,2.0,3,4,35,No,Travel_Frequently,Research & Development,9.375,3,Medical,Male,3,Manufacturing Director,Married,851.37,1.0,Y,20,8,0,9.0,3,9,1,8
4209,4210,3.0,1.0,3.0,2,3,35,No,Travel_Rarely,Human Resources,1.875,2,Life Sciences,Female,1,Laboratory Technician,Married,830.4399999999999,3.0,Y,13,8,0,4.0,6,2,2,2
4210,4211,4.0,4.0,2.0,3,3,31,No,Travel_Rarely,Sales,6.25,2,Life Sciences,Female,2,Research Scientist,Divorced,1461.72,3.0,Y,12,8,1,10.0,3,7,1,7
4211,4212,1.0,3.0,4.0,3,3,37,No,Travel_Rarely,Sales,2.5,3,Marketing,Male,4,Human Resources,Divorced,2084.16,1.0,Y,13,8,0,7.0,2,7,0,7
4212,4213,1.0,4.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,13.125,3,Other,Male,2,Sales Executive,Married,307.06,1.0,Y,11,8,0,9.0,2,9,7,8
4213,4214,4.0,4.0,3.0,3,3,38,No,Travel_Frequently,Research & Development,15.625,3,Medical,Male,2,Manufacturing Director,Single,2122.64,1.0,Y,17,8,3,10.0,2,10,9,9
4214,4215,2.0,3.0,2.0,3,3,50,No,Travel_Rarely,Sales,1.25,4,Marketing,Female,4,Research Scientist,Divorced,1088.8799999999999,5.0,Y,14,8,3,29.0,2,27,13,8
4215,4216,1.0,1.0,2.0,3,3,59,No,Travel_Rarely,Research & Development,0.625,3,Technical Degree,Male,1,Laboratory Technician,Single,2158.7799999999997,7.0,Y,11,8,0,28.0,6,21,7,9
4216,4217,3.0,3.0,3.0,3,3,36,No,Travel_Rarely,Sales,0.625,2,Marketing,Female,2,Sales Executive,Divorced,1118.78,1.0,Y,14,8,2,17.0,3,17,12,8
4217,4218,4.0,3.0,3.0,3,3,55,No,Travel_Rarely,Research & Development,4.375,3,Medical,Male,3,Research Scientist,Divorced,295.36,2.0,Y,17,8,1,21.0,2,5,0,2
4218,4219,2.0,2.0,3.0,3,3,36,No,Travel_Frequently,Research & Development,1.875,3,Life Sciences,Female,2,Laboratory Technician,Single,262.34,1.0,Y,13,8,0,6.0,5,6,0,3
4220,4221,2.0,1.0,2.0,3,3,35,No,Travel_Frequently,Human Resources,5.625,3,Other,Female,2,Sales Representative,Married,530.92,4.0,Y,13,8,1,5.0,3,3,1,2
4221,4222,4.0,3.0,2.0,4,3,36,Yes,Travel_Rarely,Sales,4.375,2,Life Sciences,Male,4,Laboratory Technician,Married,1873.4299999999998,0.0,Y,18,8,3,2.0,2,1,0,0
4222,4223,1.0,3.0,2.0,2,3,59,No,Travel_Frequently,Research & Development,6.25,4,Life Sciences,Male,3,Research Scientist,Single,300.03999999999996,7.0,Y,19,8,1,20.0,4,4,1,3
4223,4224,3.0,2.0,3.0,3,3,29,No,Travel_Rarely,Research & Development,17.5,4,Life Sciences,Female,1,Sales Representative,Married,629.3299999999999,0.0,Y,11,8,0,6.0,3,5,0,4
4224,4225,3.0,2.0,3.0,1,4,31,No,Travel_Rarely,Research & Development,1.875,2,Medical,Female,3,Sales Executive,Single,557.05,1.0,Y,21,8,1,1.0,2,1,1,0
4225,4226,2.0,2.0,3.0,2,3,32,No,Travel_Rarely,Sales,1.875,4,Life Sciences,Male,2,Manufacturing Director,Married,1262.95,1.0,Y,15,8,1,10.0,1,10,0,9
4227,4228,3.0,4.0,3.0,3,3,31,No,Travel_Rarely,Research & Development,16.875,3,Medical,Female,2,Research Director,Single,277.15999999999997,1.0,Y,18,8,0,11.0,3,11,1,8
4228,4229,3.0,1.0,3.0,4,3,35,No,Travel_Rarely,Research & Development,1.25,4,Medical,Male,2,Healthcare Representative,Single,1316.12,0.0,Y,14,8,1,16.0,2,15,2,8
4229,4230,4.0,1.0,4.0,1,3,45,No,Travel_Rarely,Human Resources,8.75,3,Human Resources,Female,1,Sales Executive,Married,711.49,4.0,Y,13,8,0,17.0,3,0,0,0
4230,4231,1.0,3.0,4.0,3,3,37,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,Female,3,Sales Executive,Single,676.91,4.0,Y,17,8,3,16.0,3,5,0,2
4231,4232,2.0,2.0,3.0,3,3,46,No,Travel_Rarely,Research & Development,5.625,3,Medical,Male,3,Manager,Divorced,2136.81,8.0,Y,15,8,1,16.0,0,4,0,2
4232,4233,4.0,4.0,2.0,3,3,30,No,Travel_Rarely,Sales,11.25,3,Life Sciences,Male,4,Human Resources,Married,298.47999999999996,1.0,Y,18,8,1,10.0,2,10,3,0
4233,4234,2.0,3.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,12.5,4,Life Sciences,Female,3,Human Resources,Single,528.97,1.0,Y,13,8,0,6.0,5,6,0,4
4234,4235,1.0,4.0,3.0,3,3,55,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Female,2,Laboratory Technician,Married,967.3299999999999,3.0,Y,12,8,1,24.0,4,1,1,0
4235,4236,2.0,4.0,3.0,4,3,38,No,Non-Travel,Sales,6.875,1,Marketing,Male,2,Laboratory Technician,Divorced,315.9,7.0,Y,13,8,2,17.0,2,13,1,9
4236,4237,1.0,2.0,3.0,3,3,34,No,Travel_Rarely,Research & Development,5.0,2,Medical,Male,1,Research Scientist,Married,764.14,1.0,Y,14,8,0,5.0,1,5,1,3
4237,4238,4.0,4.0,2.0,3,3,56,No,Travel_Rarely,Human Resources,1.25,1,Medical,Male,2,Sales Executive,Single,343.71999999999997,4.0,Y,11,8,1,37.0,2,6,0,2
4238,4239,3.0,1.0,3.0,3,4,23,No,Travel_Rarely,Research & Development,6.25,3,Medical,Male,2,Laboratory Technician,Divorced,837.0699999999999,3.0,Y,22,8,3,3.0,2,0,0,0
4239,4240,4.0,4.0,3.0,2,3,51,No,Travel_Rarely,Research & Development,18.125,4,Life Sciences,Female,5,Manufacturing Director,Married,318.63,3.0,Y,17,8,0,10.0,2,4,0,3
4240,4241,3.0,4.0,3.0,4,4,30,No,Travel_Rarely,Sales,5.0,2,Technical Degree,Male,1,Sales Representative,Married,830.9599999999999,1.0,Y,21,8,1,11.0,2,11,10,8
4241,4242,3.0,4.0,3.0,3,4,46,Yes,Travel_Rarely,Sales,0.625,2,Medical,Female,2,Research Scientist,Single,1262.82,1.0,Y,22,8,0,9.0,0,9,4,7
4242,4243,3.0,2.0,2.0,2,3,40,No,Travel_Frequently,Research & Development,3.75,3,Medical,Male,1,Healthcare Representative,Married,790.01,1.0,Y,16,8,2,22.0,2,22,11,11
4243,4244,3.0,4.0,1.0,3,3,51,No,Travel_Rarely,Research & Development,5.0,4,Life Sciences,Female,5,Sales Representative,Single,318.5,0.0,Y,12,8,1,11.0,2,10,1,0
4244,4245,3.0,2.0,2.0,3,3,30,No,Travel_Rarely,Research & Development,5.625,3,Life Sciences,Male,1,Manufacturing Director,Divorced,1202.5,1.0,Y,12,8,3,11.0,0,11,2,7
4245,4246,3.0,1.0,2.0,3,3,46,No,Travel_Frequently,Research & Development,7.5,1,Medical,Male,1,Laboratory Technician,Married,269.62,2.0,Y,15,8,1,21.0,3,10,9,5
4246,4247,2.0,3.0,3.0,2,3,32,No,Travel_Rarely,Sales,9.375,3,Marketing,Male,1,Research Scientist,Single,1321.97,1.0,Y,14,8,0,12.0,6,11,5,7
4247,4248,1.0,3.0,1.0,2,4,54,No,Travel_Rarely,Research & Development,15.625,1,Medical,Female,1,Laboratory Technician,Married,631.15,9.0,Y,25,8,1,16.0,2,4,0,3
4248,4249,1.0,3.0,2.0,3,4,24,No,Travel_Rarely,Sales,3.75,2,Marketing,Male,2,Research Scientist,Married,531.31,0.0,Y,20,8,3,4.0,1,3,0,2
4249,4250,2.0,3.0,4.0,2,3,28,No,Non-Travel,Sales,5.625,4,Medical,Male,2,Laboratory Technician,Married,307.71,1.0,Y,13,8,0,5.0,2,5,0,4
4250,4251,4.0,3.0,2.0,4,3,58,No,Travel_Rarely,Research & Development,5.0,4,Life Sciences,Male,2,Sales Executive,Single,386.35999999999996,0.0,Y,14,8,0,38.0,2,37,1,8
4251,4252,2.0,2.0,4.0,2,3,44,No,Non-Travel,Research & Development,14.375,2,Medical,Female,1,Research Scientist,Married,2546.18,4.0,Y,16,8,0,17.0,3,3,1,2
4252,4253,3.0,1.0,3.0,3,3,37,Yes,Travel_Rarely,Human Resources,5.625,3,Human Resources,Male,2,Healthcare Representative,Divorced,712.92,4.0,Y,17,8,0,7.0,4,3,0,2
4253,4254,4.0,1.0,3.0,2,3,32,No,Travel_Rarely,Human Resources,7.5,2,Human Resources,Female,1,Sales Representative,Single,267.93,1.0,Y,15,8,1,1.0,2,1,0,0
4254,4255,4.0,4.0,3.0,3,4,20,Yes,Travel_Frequently,Sales,2.5,4,Life Sciences,Female,2,Healthcare Representative,Single,1290.12,1.0,Y,22,8,0,1.0,3,1,1,0
4255,4256,1.0,3.0,3.0,2,4,34,No,Travel_Rarely,Research & Development,0.625,4,Other,Male,4,Laboratory Technician,Single,545.74,1.0,Y,22,8,1,16.0,2,16,2,10
4256,4257,3.0,4.0,4.0,3,4,37,No,Non-Travel,Sales,15.0,2,Life Sciences,Male,1,Research Scientist,Divorced,885.9499999999999,5.0,Y,20,8,1,17.0,3,1,0,0
4257,4258,3.0,4.0,3.0,3,3,59,No,Non-Travel,Research & Development,7.5,2,Life Sciences,Male,2,Sales Executive,Married,613.99,9.0,Y,14,8,0,30.0,0,3,2,2
4258,4259,1.0,2.0,2.0,2,3,50,No,Travel_Frequently,Research & Development,1.875,4,Medical,Male,4,Research Scientist,Married,798.4599999999999,3.0,Y,13,8,2,28.0,3,8,0,7
4259,4260,3.0,3.0,3.0,2,3,25,Yes,Travel_Rarely,Sales,6.25,1,Marketing,Male,2,Research Director,Single,1070.81,1.0,Y,13,8,0,6.0,6,6,0,3
4260,4261,4.0,4.0,3.0,3,4,25,No,Travel_Rarely,Research & Development,16.25,3,Technical Degree,Male,1,Laboratory Technician,Married,1150.8899999999999,1.0,Y,22,8,1,2.0,3,2,2,1
4261,4262,2.0,4.0,3.0,3,3,22,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,Male,1,Sales Representative,Single,2513.0299999999997,1.0,Y,12,8,1,1.0,2,0,0,0
4262,4263,1.0,1.0,2.0,3,3,51,No,Travel_Frequently,Research & Development,0.625,3,Life Sciences,Female,1,Sales Executive,Single,269.49,3.0,Y,14,8,1,23.0,4,13,12,8
4263,4264,1.0,3.0,3.0,3,3,34,Yes,Travel_Frequently,Human Resources,2.5,4,Life Sciences,Female,5,Sales Executive,Single,723.06,1.0,Y,15,8,0,9.0,3,9,0,6
4264,4265,4.0,4.0,3.0,3,3,54,No,Non-Travel,Research & Development,5.625,3,Life Sciences,Male,1,Laboratory Technician,Single,2549.69,2.0,Y,17,8,0,23.0,5,5,4,4
4265,4266,2.0,3.0,3.0,3,3,24,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,Male,2,Laboratory Technician,Married,442.90999999999997,0.0,Y,13,8,1,6.0,4,5,1,2
4266,4267,3.0,2.0,3.0,3,3,34,No,Travel_Rarely,Sales,2.5,3,Marketing,Female,2,Sales Representative,Divorced,658.1899999999999,6.0,Y,12,8,1,12.0,2,1,0,0
4267,4268,3.0,4.0,3.0,3,3,37,No,Travel_Rarely,Sales,3.75,1,Technical Degree,Male,1,Laboratory Technician,Single,603.0699999999999,2.0,Y,12,8,2,12.0,3,5,1,3
4268,4269,3.0,1.0,3.0,3,4,34,No,Travel_Rarely,Sales,5.625,2,Medical,Male,2,Healthcare Representative,Single,633.88,2.0,Y,21,8,1,14.0,3,11,5,8
4269,4270,2.0,4.0,3.0,3,3,36,No,Travel_Frequently,Human Resources,4.375,3,Medical,Male,1,Research Scientist,Married,349.7,0.0,Y,11,8,0,10.0,1,9,2,8
4270,4271,1.0,4.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,2,Manufacturing Director,Divorced,2283.71,5.0,Y,13,8,0,7.0,6,1,0,0
4271,4272,3.0,4.0,4.0,3,3,43,No,Travel_Frequently,Research & Development,1.875,4,Life Sciences,Male,1,Sales Executive,Married,313.03999999999996,1.0,Y,12,8,1,25.0,3,25,4,12
4272,4273,1.0,3.0,2.0,3,4,30,No,Travel_Frequently,Research & Development,6.25,3,Life Sciences,Female,3,Healthcare Representative,Divorced,365.82,1.0,Y,24,8,0,10.0,2,10,0,9
4273,4274,3.0,2.0,4.0,3,4,33,No,Non-Travel,Sales,4.375,3,Life Sciences,Male,2,Sales Executive,Married,1461.85,0.0,Y,21,8,0,8.0,3,7,0,7
4274,4275,2.0,2.0,3.0,1,3,56,Yes,Travel_Rarely,Research & Development,9.375,3,Life Sciences,Male,2,Laboratory Technician,Married,430.56,9.0,Y,19,8,0,7.0,1,5,4,3
4275,4276,1.0,3.0,3.0,3,3,51,No,Travel_Rarely,Research & Development,1.875,2,Other,Female,2,Sales Representative,Single,2476.37,7.0,Y,14,8,1,23.0,2,20,15,15
4276,4277,2.0,3.0,2.0,3,4,31,Yes,Travel_Rarely,Research & Development,1.25,4,Technical Degree,Female,3,Sales Executive,Married,278.33,4.0,Y,20,8,0,12.0,2,7,7,7
4277,4278,3.0,2.0,2.0,2,3,26,No,Travel_Rarely,Sales,10.625,3,Medical,Female,2,Manager,Married,749.9699999999999,1.0,Y,19,8,0,5.0,4,5,4,3
4278,4279,4.0,4.0,2.0,2,3,58,Yes,Travel_Rarely,Sales,1.25,2,Medical,Female,1,Research Scientist,Married,570.05,1.0,Y,13,8,1,40.0,2,40,15,6
4279,4280,4.0,3.0,2.0,3,4,19,Yes,Travel_Rarely,Research & Development,3.125,2,Life Sciences,Male,1,Manager,Single,693.16,1.0,Y,23,8,1,0.0,2,0,0,0
4280,4281,3.0,4.0,3.0,3,3,22,No,Travel_Rarely,Sales,18.125,4,Technical Degree,Male,1,Sales Executive,Married,606.1899999999999,0.0,Y,13,8,1,3.0,1,2,2,1
4281,4282,3.0,1.0,2.0,2,3,49,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Female,1,Sales Executive,Married,614.12,1.0,Y,11,8,1,16.0,3,15,5,11
4282,4283,2.0,3.0,3.0,4,3,43,No,Travel_Frequently,Sales,1.25,2,Life Sciences,Male,1,Sales Executive,Single,417.43,4.0,Y,13,8,0,18.0,2,3,1,2
4283,4284,3.0,4.0,3.0,4,3,50,No,Travel_Frequently,Research & Development,11.875,4,Life Sciences,Male,2,Sales Executive,Single,699.01,4.0,Y,14,8,1,16.0,3,2,2,1
4284,4285,2.0,3.0,3.0,2,4,31,Yes,Travel_Rarely,Research & Development,9.375,1,Medical,Female,2,Sales Executive,Married,528.5799999999999,3.0,Y,22,8,0,4.0,2,2,2,2
4285,4286,3.0,3.0,3.0,1,3,41,No,Travel_Rarely,Research & Development,10.625,2,Other,Male,1,Manufacturing Director,Divorced,677.04,3.0,Y,11,8,3,12.0,2,9,0,7
4286,4287,3.0,3.0,3.0,4,3,26,No,Travel_Rarely,Research & Development,10.625,4,Life Sciences,Male,2,Sales Executive,Married,634.01,1.0,Y,13,8,1,8.0,5,8,5,7
4287,4288,2.0,2.0,3.0,4,4,36,No,Travel_Rarely,Human Resources,15.625,1,Human Resources,Male,2,Research Scientist,Divorced,405.21,6.0,Y,21,8,1,7.0,2,3,0,1
4288,4289,1.0,4.0,3.0,4,3,51,Yes,Travel_Frequently,Research & Development,3.75,3,Life Sciences,Female,1,Manager,Single,203.97,2.0,Y,11,8,0,18.0,2,4,0,3
4289,4290,4.0,3.0,4.0,4,3,39,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,Female,1,Research Scientist,Married,2555.54,4.0,Y,13,8,1,17.0,3,15,5,9
4290,4291,1.0,3.0,3.0,2,3,25,No,Travel_Rarely,Sales,18.125,1,Medical,Female,3,Research Scientist,Married,398.96999999999997,2.0,Y,14,8,1,6.0,3,2,2,2
4291,4292,3.0,4.0,1.0,3,3,30,No,Travel_Rarely,Research & Development,13.125,1,Medical,Male,2,Laboratory Technician,Married,1356.55,0.0,Y,11,8,0,12.0,5,11,4,7
4292,4293,1.0,1.0,4.0,2,3,32,Yes,Travel_Rarely,Research & Development,1.25,4,Life Sciences,Female,2,Research Director,Single,539.24,7.0,Y,15,8,0,10.0,0,5,0,4
4293,4294,3.0,4.0,2.0,3,4,45,No,Travel_Rarely,Research & Development,1.25,1,Technical Degree,Female,2,Healthcare Representative,Single,749.8399999999999,5.0,Y,23,8,1,9.0,4,6,0,3
4294,4295,4.0,3.0,3.0,3,3,38,No,Travel_Rarely,Research & Development,4.375,4,Life Sciences,Female,2,Research Director,Single,655.4599999999999,3.0,Y,16,8,1,19.0,4,3,2,2
4295,4296,1.0,3.0,2.0,4,3,30,No,Travel_Rarely,Sales,8.125,3,Marketing,Female,2,Laboratory Technician,Single,750.0999999999999,1.0,Y,16,8,1,5.0,2,5,0,4
4296,4297,4.0,4.0,4.0,3,4,32,No,Travel_Frequently,Sales,1.25,3,Marketing,Male,3,Laboratory Technician,Divorced,1008.28,0.0,Y,21,8,0,9.0,3,8,0,7
4297,4298,4.0,1.0,3.0,3,3,30,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,3,Sales Executive,Divorced,1339.78,5.0,Y,13,8,0,8.0,5,3,2,2
4298,4299,2.0,4.0,3.0,3,3,30,No,Travel_Rarely,Sales,5.625,3,Medical,Male,2,Research Scientist,Single,511.67999999999995,0.0,Y,11,8,1,6.0,3,5,1,2
4299,4300,4.0,1.0,2.0,2,3,41,No,Travel_Frequently,Sales,6.25,2,Medical,Female,3,Manufacturing Director,Divorced,1032.85,4.0,Y,12,8,1,21.0,6,7,7,7
4300,4301,3.0,1.0,3.0,4,3,41,No,Travel_Rarely,Research & Development,6.25,4,Medical,Male,4,Research Scientist,Married,746.5899999999999,2.0,Y,12,8,3,7.0,2,5,1,4
4301,4302,2.0,2.0,3.0,2,3,19,No,Travel_Rarely,Research & Development,0.625,3,Other,Female,5,Manufacturing Director,Single,1976.26,1.0,Y,18,8,3,1.0,2,1,0,0
4302,4303,2.0,2.0,3.0,3,3,40,No,Travel_Frequently,Research & Development,16.25,4,Medical,Male,2,Manufacturing Director,Divorced,707.1999999999999,1.0,Y,12,8,1,20.0,2,20,2,13
4303,4304,3.0,2.0,3.0,3,3,35,No,Travel_Rarely,Sales,5.0,1,Marketing,Female,3,Laboratory Technician,Married,488.79999999999995,1.0,Y,14,8,3,10.0,2,10,0,6
4304,4305,2.0,3.0,1.0,2,3,53,No,Travel_Rarely,Sales,8.75,2,Life Sciences,Female,5,Manufacturing Director,Married,457.21,2.0,Y,12,8,1,13.0,1,7,4,5
4306,4307,2.0,4.0,3.0,1,3,32,No,Travel_Frequently,Sales,1.25,2,Life Sciences,Female,1,Manufacturing Director,Single,281.58,1.0,Y,19,8,1,9.0,4,9,3,7
